StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location
gbt8,Yang Xiao Xian Mango Ice (Jurong Point),Dessert,4.9,51,singapore,"1 Jurong West Central 2，#02-41 Jurong Point Shopping Centre，Singapore 648886,"
gc3q,KhaNom Thai (NTP+),,0,0,singapore,"151 Lorong Chuan, NTP+, #02-01B,"
gc82,Shuang Kitchen Ban Mian (Serangoon North Avenue 3),Noodles,5,314,singapore,"546A Serangoon North Ave 3
01-01 singapore 551546,"
gchy,Jollibean (Sengkang Grand Mall),Beverages,4.9,43,singapore,"70 COMPASSVALE BOW, #B1-01, SENGKANG GRAND MALL,,"
gci7,Yang Xiao Xian Mango Ice (Tampines Mall),Dessert,4.9,39,singapore,"4 Tampines Central 5, #02-K3 , 529510,"
gczg,Siong Heng Ban Mian (Bukit Panjang Hawker Centre and Market),Chinese,0,0,singapore,"2 Bukit Panjang Ring Rd #01-18,"
gd0a,Fat Baby Chilli Ban Mian (Cantine by Kopitiam @ Northshore Plaza II),Chicken,5,53,singapore,"418 Northshore Drive #02-07/08/09, Northshore Plaza II, Singapore 820418,"
gd5s,321 Cafe (Jurong West),Chinese,0,0,singapore,"648166, 648166 Jurong West, West, Singapore, Singapore,"
gdfz,KING OF BAN MIAN (Hougang),Asian,4.9,48,singapore,"Hougang Green Shopping Mall, 21 Hougang Street 51 #01-42 SG538719,"
gdx5,POWER POPIAH & BANH MI (Tampines Street 21),,4.7,42,singapore,"Tampines St. 21 201C, 523201 Tampines, East, Singapore, Singapore,"
gdzu,Abang Nasi Goreng (Kampung Admiralty Hawker Centre),Asian,5,478,singapore,"676 woodlands drive 71,"
ge08,Yijia Seafood (Bukit Batok),Seafood,5,40,singapore,"Block 217, Bukit Batok Street 21 217, 650217 Bukit Batok, West, Singapore, Singapore,"
ge6i,BaliNice Mala Hotpot 八里香麻辣香锅 (Bukit Merah Central),Chinese,4.7,23,singapore,"164 Bukit Merah Central #01-3631 (Fu Kang Coffee Shop), Singapore 150164,"
ge95,Youcai Private Kitchen Lobster 有财@私厨小龙虾 (Orchard Tower),Chinese,4.7,54,singapore,"400 0RCHARD ROAD ORCHARD TOWER #04-12,SINGAPORE 238875,"
geen,Workspace Grain + Cafe (Guoco Midtown),Chinese,0,0,singapore,"126 Beach Road, #01-11 Guoco Midtown Singapore 189772,"
geic,Loklok 1991's by Daniel & Meng (Ang Mo Kio Avenue 1) - Islandwide,Malaysian,4.8,18,singapore,"Blk 340 Ang Mo Kio Ave 1 #01-1697, 560340,"
geje,Pinxin Catering (Hometeamns @ Bukit Batok) - Islandwide,Chinese,4.2,8,singapore,"Bukit Batok HometeamNS, 2 Bukit Batok West Ave 7,"
gejg,Mentai SENS (Woodlands crescent),Japanese,5,528,singapore,"Blk 780 Woodlands crescent #01-06,"
gemv,XiMenJie (Promenade@Pelikat) - Islandwide,Chinese,4.8,35,singapore,"01-03, 183, Jalan Pelikat, Promenade@Pelikat, Kovan, Hougang, Serangoon,"
geom,@AtTea (313 Somerset) - Islandwide,Bubble Tea,5,9,singapore,"313 Orchard Road #B2-46/52A 313@Somerset,"
getz,Suo Fen (Marina One),Chinese,4.9,25,singapore,"5 STRAITS VIEW, West Marina One, Tower, B2-22, Singapore 018935,"
geya,Nasty Bakehouse (Marina Square),Dessert,0,0,singapore,"Marina Square, Raffles Blvd 6, 039594 Bugis/City Hall, Central, Singapore, Singapore,"
gf2g,Tummy Delights (Raffles Place),Chinese,4.9,57,singapore,"30 raffles place , CIMB Plaza , B1-31,"
gf3k,261 Fish Soup (Punggol Way),Chinese,4.7,18,singapore,"Blk 261, #01-01, Punggol Way, Singapore 820261,"
gf4t,Ri Ri Hong Mala Hotpot (159A Hougang St 11) - Islandwide,Mala Xiang Guo,4.9,7,singapore,"159A hougang Street 11 #01-02 Singapore 531159,"
gf5n,Kitchen No.8 (Sembawang),,4.7,9,singapore,"8, Jln Legundi, Sembawang, North, 中国风味,"
gfcl,Bread and Butter (Flora Vista),,5,13,singapore,"7 Ang Mo Kio Street 66 #01-08 Flora Vista,"
gfme,Uncle Leong Signatures (Fairprice Hub),Chinese,4.9,428,singapore,"1 Joo Koon Cir, #03-00 FairPrice Hub,"
gfy0,Tengah Pasta (Plantation Grange) - Home-Based Vendor,Italian,4.9,5,singapore,"133B Tengah Garden Avenue #04-470, 692133 (Plantation Grange) Singapore,"
gfye,Omoté (Velocity),Japanese,5,56,singapore,"238 Thomson Rd, #03-09/10 Velocity @ Novena Square, Singapore 307683,"
gg38,Chong Pang Huat (Tampines Street 81),Asian,4.9,56,singapore,"828 Tampines Street 81, S 520828,"
gg56,Man Li Fish Head Steamboat (Eunos Crescent),Chinese,4.8,39,singapore,"7 Eunos Crescent #01-2651, Singapore 400007,"
gg98,Sona's Grill (8 Rodyk),Indian,4.4,5,singapore,"8 RODYK STREET, #01-01/02,"
ggdi,Al-Madina Famous Prata Corner (Bukit Batok Street 21),Singaporean,0,0,singapore,"Blk 207 Bukit Batok St 21 #01-118 Singapore 650207,"
ggqe,Mei Xiang Porridge 美香粥品 (Rivervale Drive),Chinese,5,245,singapore,"02-15/16 118 Rivervale Dr.,"
ggut,E Pin Hong Mala Hotpot E 品红麻辣香锅 (Jurong West Street 92),Mala Xiang Guo,4.9,170,singapore,"959 Jurong West Street 92 #01-150, Singapore 640959,"
gh0m,Tidjai Thai Food (Kopitiam - Sengkang Square),Thai,4.7,72,singapore,"10 Sengkang Square Kopitiam Square Stall 43 SG544829,"
gh1q,Fu Qiang Pig's Organ Soup 富强猪杂汤 (Marsiling Mall) - Islandwide,Chinese,5,5,singapore,"4 Woodlands Street 12, #01-17, Singapore 738620,"
gh1z,Exclusive By Syed (Choa Chu Kang Drive),Indian,5,178,singapore,"28 Choa Chu Kang Drive #01-02 SG689964, S 689964,"
gh22,Jin Fang Yuan Restaurant 金方圆饺子馆 (Geylang),Chinese,4.8,266,singapore,"84 Lor 25A Geylang, Singapore 388262,"
gh6y,802 Rojak 802 罗惹 (Tampines Avenue 4),Chinese,5,84,singapore,"802 Tampines Ave 4, S 520802,"
gh9u,Parivar - Vegetarian and Non Vegetarian Indian (Toa Payoh North),,4.8,48,singapore,"978 Toa Payoh North #02-01, Hyderabad Bawarchi, S 319001,"
ghca,Tasty Avenue (Northshore Drive),Singaporean,0,0,singapore,"Northshore Dr 421C, 823421 Punggol, North, Singapore, Singapore,"
ghe0,Lady Boss Seafood (Yishun Ave 5),Chinese,5,195,singapore,"101 Yishun Ave 5, #01-93, Yishun, 760101,"
ghjr,Hong Shi Chicken Rice (Kopitiam @ Pasir Ris West Plaza),Chinese,5,12,singapore,"735 Pasir Ris Street 72 #01-364, Pasir Ris West Plaza (Kopitiam), Singapore 510735,"
ghm0,Hup Kee Roast Duck (Bishan Street 13),Chinese,4.1,6,singapore,"514 Bishan St. 13, Singapore 570514,"
ghut,Asia Wok (Ayer Rajah Crescent),Malaysian,4.7,223,singapore,"73a Ayer Rajah Crescent #01-29, S 139957,"
gi2p,Golden Pillow 933 (Kaki Bukit) - Restaurant Delivery,,4.8,239,singapore,"1 Kaki Bukit Road 1, Enterprise One #05-11, 415934.,"
gi49,Lan Ting Xu Lanzhou Beef Noodles 兰亭序|兰州牛肉面 (111 Somerset),Chinese,4.9,63,singapore,"111 Somerset Road, #01-18, 111 Somerset,"
gi9j,Peng Guan Bak Kwa & Braised Duck (Bukit Gombak Neighbourhood Centre),Chinese,4.4,6,singapore,"373 Bukit Batok St 31 #01-250 S650373, S 650373,"
gih1,Hai San Oc Dem (747 Geylang Road),Vietnamese,4.5,41,singapore,"747 geylang road 389654,"
gimo,That Skewer Bar 辣个串吧 (Great World City),Chinese,4.9,412,singapore,"1 Kim Seng Promenade #B1-K106, Great World City, Singapore 237994,"
giq3,钟婆婆米线 Zhong Po Po Mi Xian (Far East Square),Chinese,4.9,36,singapore,"Far East Square #01-02, 135 Amoy Street SG049964,"
gj04,Rokus A.G.B. (Serangoon),Burgers,4.2,9,singapore,"myVillage, Maju Ave 1, B1-23/24, 556679 Serangoon, North, Singapore, Singapore,"
gj1o,Biryani Brews (Sengkang),Asian,4.9,34,singapore,"Anchorvale Rd 339 Unit B1-21, 540339 Sengkang, North, Singapore, Singapore,"
gj64,Coconut Queen (Westgate),Beverages,5,408,singapore,"3 Gateway Drive #02-49 Westgate,"
gj6t,THE NOODLE GUYS (AIMAN CAFE),Chicken,5,845,singapore,"235 Jurong East Street 21, Singapore 600235, S 600235,"
gj7h,The Rice Guy (IMM Building),Chinese,0,0,singapore,"2 Jurong East Street 21, #02-24 IMM Building 609601,"
gjth,Sing HK Kitchen (Food Republic - Suntec City),Chinese,5,68,singapore,"3 Temasek Boulevard #B1-115 to 120 Suntec City Mall,"
gju1,ABC MULTI CUISINE RESTAURANT (Desker Road),Indian,0,0,singapore,"71 DESKER ROAD, SINGAPORE 209594, S 209594,"
gjvc,Phat Fingers Korean Fried Chicken and Burgers (Compassvale),Korean,0,0,singapore,"215A Compassvale Dr #10-512,"
gjyu,DLLM Lok Lok (511 Upper Jurong),Malaysian,5,263,singapore,"511 Upper Jurong Rd, Singapore 638366,"
gk5x,Smooth (WIS@Changi),Western,4.4,9,singapore,"116 Changi Road, #01-05, Geylang, 419718,"
gkgy,Lao Zhang Gui Lamian Xiao Long Bao (Timbre foodcourt),Chinese,0,0,singapore,"73A Ayer Rajah Crescent, #01-27B (Timbre foodcourt) 139957,"
gknr,Mala Ma (Junction Nine),,0,0,singapore,"Junction Nine, 18 Yishun Avenue 9 #02-05 (Wak Min Foodcourt) SG768897,"
gkp1,Chong Ji Chef Wok (Yishun Avenue 7),Asian,4.6,364,singapore,"171 Yishun Avenue 7, #01-781,"
gkwn,Klara (Kallang/Boon Keng),,0,0,singapore,"Jasmine Rd 9, 576582 Kallang/Boon Keng, Central, Singapore, Singapore,"
gl17,meokja - Korean Muslim Owned (GR.iD) - Islandwide,Korean,5,12,singapore,"1 Selegie Rd, #02-03 GR.iD, Singapore 188306,"
gl21,Le Xiao Chu (322 Sumang Walk),Chinese,4.9,100,singapore,"BLK 322 SUMANG WALK #01-01 (S),"
glef,Machija Beef Noodles (Tiong Bahru),Asian,0,0,singapore,"Bukit Merah View 115, 151115 Tiong Bahru, Central, Singapore, Singapore,"
gllr,The Urban Hideout (Springside Walk),Western,4.2,7,singapore,"60 Springside Walk #01-05 The Brooks 1 SG786020,"
gmdd,O'Charlie Western Food (Bendemeer Road),Western,5,68,singapore,"27 Bendemeer Road, S 330027,"
gmjl,Cafe FuFu (63B Lengkok Bahru),Pizza,5,8,singapore,"63b Lengkok Bahru #01-362 s152063,"
gmnk,Curious Folk Coffee (Gambas Cres),Coffee,4.8,15,singapore,"Nordcom I, Gambas Cres 3 #01-14, viokitchen, 757041 Woodlands, North, Singapore, Singapore,"
gndq,Meeting Mee (Hougang Ave 1),Asian,0,0,singapore,"106 Hougang Ave 1 #01-1239, S 530106,"
gnw8,Nasi Padang 47 Express (Kallang Way),Malaysian,0,0,singapore,"Blk 20 Upper Serangoon Crescent #05-50 Singapore 534026,"
go2w,"Obba BBQ & Jjajang (21, Amoy Street)",Asian,4.7,65,singapore,"21 amoy street 069856,"
go7i,Muscle Prep (KINEX),Healthy,5,37,singapore,"KINEX, Tanjong Katong Rd 11 #B1-K22/23, 437157 Paya Lebar, East, Singapore, Singapore,"
go9r,SANPOUTEI (Shaw House) - Islandwide,Ramen,5,55,singapore,"350orchard rd #b1-04/05,"
gog8,Bae.Gal By Swee Heng (Century Square),Sandwiches,5,33,singapore,"2 Tampines Central 5, #01-32A Century Square SG 529509, S 529509,"
gok1,Orchard Bak Chor Mee ( Orchard Plaza),Asian,4.7,7,singapore,"150 Orchard Road, Orchard Plaza #04-17, Singapore 238841,"
gomm,Maison de Jaxon (Sengkang),,0,0,singapore,"173C Sengkang East Drive, #14-240 543173,"
gosq,Sufirahbitez The Cafe (Chai Chee),Cakes,0,0,singapore,"460055,  ping-an gardens, 460055 Chai Chee, East, Singapore, Singapore,"
gp6h,New Ubin Seafood (CHIJMES),Chinese,4.8,94,singapore,"30 Victoria Street, #02-01B/C, Downtown Core, 187996,"
gp9e,Saigon Legend (Aranda Country Club),Vietnamese,4.8,22,singapore,"Aranda Country Club #01-03, 60 Pasir Ris Drive 3 SG519497,"
gph8,Ri Ri Hong Mala Hot Pot (91 Jalan Satu),Chinese,4.8,43,singapore,"91 Jalan Satu #01-01,"
gq2k,Juice Box (132 Marsiling Rise) - Islandwide,Beverages,5,5,singapore,"132 Marsiling Rise #01-214 Singapore 730132,"
gq37,Bread Junction (Woodlands),Bakery,4.9,245,singapore,"888 Woodlands Drive 50 #01-723 Singapore 730888,"
gq42,WOK HEY (Woodleigh Mall),Fried Rice,5,212,singapore,"11 Bidadari Park Drive, #B1-K4 367803,"
gqg7,Do·Si·Rak (DUO Galleria),Korean,5,114,singapore,"7 Fraser Street #B3-06/07, DUO Galleria, Singapore 189356,"
gqhc,Jia Jia Vegetarian (Jurong West Street 41),Vegetarian,4.9,57,singapore,"LK 496 JURONG WEST ST 41 unit no 01-84 640496,"
gqkv,MY CURRY RICE (GARDENS BY THE BAY),Rice Dishes,4.4,14,singapore,"18 MARINA GARDENS DRIVE, JURASSIC NEST FOODHALL, STALL 03 NASI LEMAK AYAM TALIWANG,"
gqmc,Hao Ji Braised Duck 好记卤鸭 (Kang Kar Mall),Chinese,0,0,singapore,"100 Hougang Ave 10, #01-02, Kang Kar Mall, Kopitiam, Stall 3, Singapore 538767,"
gr3v,He Xin Herbal Soup (Kampong Ampat),Asian,0,0,singapore,"1 Kampong Ampat, #01-08, Singapore 368314, S 368314,"
grl9,Ichikokudo Hokkaido Ramen (Paya Lebar Quarter),Ramen,4.9,370,singapore,"#B1-15/16, 10 Paya Lebar Road,"
grtm,Zhen Neng Zhu Ban Mian & Fish Soup 真能煮版面鱼汤 (Katong Shopping Center),Seafood,4.9,390,singapore,"865 Mountbatten Rd, East, Mountbatten, katong shopping center B1-124,"
gson,Lao San Restaurant老三饭店 (Kallang Pudding Road),Chinese,4.8,22,singapore,"56 KALLANG PUDDING ROAD #02-01/K13,HH @ KALLANG SINGAPORE 349328,"
gsro,Kopi & Tarts (Hillion Mall),Cakes,5,521,singapore,"Hillion Mall 01-22,"
gsyy,Tsukimi Hamburg (Jurong Point),Japanese,5,242,singapore,"1 Jurong West Central 2, #B1-52 Jurong Point,,"
gszd,Torori Tenshi No Warabi-mochi (VivoCity),Japanese,4.4,8,singapore,"1 HarbourFront Walk, #01-99, Singapore 098585,"
gt5j,He Shun Seafood (Woodlands),Seafood,0,0,singapore,"768 Woodlands Ave 6 #01-30/31 Stall no. 11, S 730768,"
gtfk,Bad Boy Burgers (University Town NUS),American,5,315,singapore,"1 Create Way, Create Tower, NUS University Town, #01-03, Singapore 138602,"
gtro,Onigirazu don (Bukit Panjang),Rice Dishes,4.9,566,singapore,"2 Senja Close, Senja Hawker Centre, #02-04 (S) 677632,"
gu5m,"828 Wuxiang, Satay, Congee, Mee Siam (Tampines Street 81)",Singaporean,4.9,460,singapore,"Blk 823A Tampines Street 81, #01-02, Tampines, 521823,,"
gubi,Gelatissimo (Singapore Flyer),,4.5,4,singapore,"30 Raffles Avenue #01- 14 Singapore Flyer,"
gues,Omma Korean Charcoal BBQ (Holland),Korean,4.8,14,singapore,"21, LORONG MAMBONG,"
gujl,Ling Jie Kampong Delights (519A Tampines Cen 8),Tea,4.8,48,singapore,"18 Tampines Industrial Crescent Space, #01-16, Singapore 528605,"
gv8l,NKS Restaurant (9 Jurong West),Indian,4.7,231,singapore,"9 Jurong West Avenue 5, Jurong West, 649487,"
gvd2,AH YEN FRIED PORK (Wisma Atria),Asian,4.9,32,singapore,"#04-02, #04-03 to 29 & #04-31 to 38 Wisma Atria, 435 Orchard Rd, 238877,"
gvsj,D'PENYETZ DOWNTOWN EAST (Downtown East),Indonesian,5,1931,singapore,"1 Pasir Ris Close, E!Hub@Dowtown East #01-104, 519599,"
gvvz,Chocolate Origin (Bugis Junction) - Islandwide,Cakes,4.9,10,singapore,"230 Victoria Street, #B1- 01/02 , Bugis Junction,"
gvx8,Yummy Punjaby (Alexandra Central) - Islandwide,Singaporean,4.7,15,singapore,"02-14 321 Alexandra Road,#02-14 Alexandra Central Mall 159971,"
gvzh,Hanjip Korean Grill House (River Valley),Soups,4.3,79,singapore,"3C River Valley Road #01-11 The Cannery Singapore 179022,"
gw8s,Xiao Mei Ban Mian (892C Woodlands Dr) - Islandwide,Soups,5,13,singapore,"Blk 892C, Woodlands Drive 50, #01-02, S732892,"
gwa1,The Viet Roti (601 MacPherson Rd),Vietnamese,5,214,singapore,"#01-51, 601 MacPherson Rd, Singapore 368242,"
gwj6,Chee Wei Vegetarian (Potong Pasir),Vegetarian,5,230,singapore,"BLK 147, Potong Pasir Ave 1, #01-93, Singapore 350147,"
gwnp,Liang Zai Hokkien Mee 靓仔福建面 (Canberra Road),Chinese,4.9,39,singapore,"11 Canberra Road #01-05, Sembawang MRT Station, Singapore, 759775,"
gwq7,Delifrance (SingPost Centre),Sandwiches,5,312,singapore,"10 Eunos Road 8 #01-141A/141B Singapore 408600,"
gwx4,Authentic Hock Lam St Popular Beef Kway Teow (13 North Canal Rd) - Islandwide,Noodles,4.9,23,singapore,"13 North Canal Road Postal code: 048826 Unit no: 01-01,"
gx6j,Slurp Slurp (NTF) (Jurong East Street 21 ),Asian,4.9,131,singapore,"1 Jurong East Street 21 #02-15 Ng Teng Fong General Hospital Tower A (Clinics),"
gxdi,Halim’s Fish Soup (Pasir Ris Mall),Singaporean,5,90,singapore,"7 PASIR RIS CENTRAL #B2-17,"
gxe9,3SeasonsTea (TPY Safra) - Islandwide,Chinese,4.9,22,singapore,"293 Lor 6 Toa Payoh, #03-03, SAFRA Toa Payoh Singapore 319387,"
gxh6,Lai wanmian 来碗面 (Woodlands 11),Asian,0,0,singapore,"11 Woodlands Close, Woodlands 11 #01-46, S 737853,"
gxl8,Yi Ding Xuan Vegetarian 壹鼎軒素食 (Tampines),Vegetarian,4.3,50,singapore,"201 Tampines St. 21, #01-201, Singapore 520201,"
gxlk,Xiantaiye Vermicelli 线太爷米线 (Marina Square),Chinese,0,0,singapore,"02-A230/231A/232, Marina Square Shopping Mall, Singapore 039594,"
gxpt,Café Việt (Joo Chiat Road),Vietnamese,3.6,40,singapore,"304 Joo Chiat Road, S 427555,"
gxqf,Tang Tavern (Clementi Road),Dessert,4.9,252,singapore,"Clementi Road #01-08 JK Village Singapore 129741,"
gxrc,Ganko Singapore (Penang Road),Japanese,0,0,singapore,"Penang Rd 9 9 PENANG ROAD #01-01 S238459, 238459 Bugis/City Hall, Central, Singapore, Singapore,"
gxrg,Mini Panjab (Farrer Park),Indian,4.9,22,singapore,"Veerasamy Rd 34, 207338 Farrer Park, Central, Singapore, Singapore,"
gxtt,Jason Noodle House (Senja Close),Asian,4.9,17,singapore,"Senja Clos 643, 670643 Bukit Panjang, West, Singapore, Singapore,"
gy04,Fanhua (Farrer Park),Chinese,0,0,singapore,"Textile Centre, Jln Sultan 200 #01-11, 199018 Farrer Park, Central, Singapore, Singapore,"
gykc,GyoGyo (VivoCity),Seafood,4.8,8,singapore,"Vivo City 1 Harbourfront Walk  #02-48 VivoCity 098585,"
gysh,Karma Modern Indian: Authentic North Indian And Lebanese Cuisine (East Coast Road) - Restaurant Delivery,Indian,2.1,30,singapore,"53 East Coast Road, Marine Parade, 428771, Singapore,"
gywt,SnackThatFoodUp (STFU),Mexican,4.6,52,singapore,"21 Canberra Link, Bukit Canberra Hawker Center  #01-47, S 752350,"
gyz1,Jiao Cai BBQ & Seafood (Yishun Park Hawker Centre),Seafood,4.9,218,singapore,"51 Yishun Avenue 11 #01-39 Yishun Park Hawker Centre, S 768867,"
gyzm,An Ji Desserts (Chinatown),Asian,0,0,singapore,"050335, 050335 Chinatown, Central, Singapore, Singapore,"
gzde,MaFe Taco (Koptiam @ Lau Pa Sat),Mexican,4.9,7,singapore,"18 Raffles Quay, Lau Pa Sat (Kopitiam, Stall 8), Singapore 048582,"
gzh5,Crab Wang Seafood (Bedok Reservoir View),,4.9,326,singapore,"Stall 08, Blk 760 Bedok Reservoir View, #01-337, Singapore 470760,"
gzn8,Haus Ban Mian & Spinach (Cantine Corner Admiralty Place),Singaporean,0,0,singapore,"678A Woodlands Avenue 6, #02-05 Admiralty Place, Stall #02,"
gzqo,Nagara Thai Express (848 Yishun) - Islandwide,,0,0,singapore,"848 Yishun St 81 #01-136, S 760848 760848,"
gzzw,Dian Lao Er - Claypot (Woodlands Street 32),Asian,4.9,98,singapore,"325 Woodlands Street 32 #01-131 S730325,"
h0dd,Scruffy Murphy's (South Buona Vista),Western,4.9,330,singapore,"32 South Bouna Vista Road,"
h0fh,Kovan 209 Charcoal Char Siew Wanton Noodle Delights (209 Hougang Street 21),Noodles,4.7,299,singapore,"Blk 209 Hougang Street 21 #01-40,"
h0go,Chinatown Mala Hotpot (Buangkok Hawker Centre),Chinese,4.2,16,singapore,"Buangkok Hawker Centre, Compassvale Bow 70 Stall Unit: #02-K29, 544692 Sengkang, North, Singapore, Singapore,"
h0jt,Wenjie Nasi Lemak (Dover Crescent),Chinese,4.8,359,singapore,"19A Dover Cres,"
h0td,Warung Watty (Giant Tampines),Asian,5,12,singapore,"21 Tampines North Drive 2, Tampines, East, Giant Tampines at #03-03,"
h111,Hiu Hiu Thai Food (The Brooks I),,5,23,singapore,"786020,  Brooks I, #01-04, 786020 Yishun, North, Singapore, Singapore,"
h13c,Kko Kko Na Ra (Tanjong Pagar),Korean,4.7,103,singapore,"33 Tras Street ,02-01, Singapore  078973,"
h168,ZAINAP RESTAURANT (Bukit Merah),Nasi Lemak,4.8,719,singapore,"Blk 126 #01-204
Bukit Merah Lane 1
Singapore 150126,"
h1i5,Ju Xing Home (Takashimaya Shopping Centre),Chinese,5,31,singapore,"391 Orchard Rd, B2-36A Takashimaya Shopping Centre, Singapore 238872,"
h1nk,Ardor (Keppel 1557),Dessert,0,0,singapore,"1557 Keppel Road #01-04, Keppel 1557, S089066, S 89066,"
h1pm,YUN PLACE 滇境 铜锅米线 (Raffles Boulevard),Chinese,4.7,25,singapore,"039596,  9 Raffles Blvd, #01-95/96 Yun Place, Millenia Walk, Singapore 039596, 039596 Promenade, Central, Singapore, Singapore,"
h1qe,Uncle Leong Signatures (Hougang),Chinese,4.7,1550,singapore,"309 HOUGANG AVENUE 5 #01-285
SINGAPORE 530309,"
h1xk,The Hainan Story (Hillion Mall),Cakes,4.8,955,singapore,"17 Petir Rd, Hillion Mall #01-15/16, Singapore 678278,"
h1zj,Dodo Ecomonic Bee Hoon Nasi Lemak (Choa Chu Kang Drive),Asian,4.9,114,singapore,"787B Choa Chu Kang Drive, S 681787,"
h23l,Teck Seng Bee Claypot Rice (Serangoon Avenue 2) - Islandwide,Chinese,4.9,49,singapore,"Block 304 Serangoon Avenue 2 , Chuan Village Singapore 560513,"
h2ah,iCON Steaks (Elias Mall),American,4.9,59,singapore,"623 ELIAS ROAD, #01-02 ELIAS MALL,"
h2b1,Mermaid Fish Soup (145 TECK WHYE AVENUE),Asian,4.9,149,singapore,"145 TECK WHYE AVENUE
#01-153
SINGAPORE (680145),"
h2e9,蔡林记 Cai Lin Ji Since 1928 (Wallich Street),Chinese,5,69,singapore,"7 Wallich Street, #B2-26,"
h2fd,Kao Western (Aperia),Western,4.9,870,singapore,"215 Ang Mo Kio Ave 1,#01-877, 560215,"
h2mc,HK Hennessy Roast Duck (Sembawang),Asian,4.9,502,singapore,"334A Sembawang Close #01-01 751334,"
h2or,D'Legacy SG (Tampines Street 42),,5,6,singapore,"446 Tampines Street 42 #05-26, Singapore 520446,"
h2r5,Haji S.M Hatheem Indian Muslim Food (S11 Yishun) - Islandwide,Indian,0,0,singapore,"744 YISHUN STREET 72 S11 COFFEE SHOP,"
h2sf,Fieldnotes (Tampines 1),Cakes,4.8,10,singapore,"10 Tampines Central 1, Tampines 1, B1-K10, Singapore 529536,"
h2sr,Old Hainan Curry Rice (Singapura Heritage),Curry,4.8,494,singapore,"33 SENGKANG WEST AVENUE, #03-10 THE SELETAR MALL,"
h2uf,Hup Kee Roast Duck (Compassvale Lane),Chinese,5,44,singapore,"205D Compassvale Lane, #01-02, Singapore 544205,"
h2xe,I Like Chicken (Balestier Road),Fried Chicken,4.4,9,singapore,"207 BALESTIER ROAD #01-02,#01-03,"
h2z6,Creamie Sippies (Jalan Bukit Merah 7),Beverages,5,6,singapore,"7, Jalan Bukit Merah, #01-4432, 150007,"
h32b,Mata Thai (Bedok Reservoir),Thai,5,432,singapore,"Blk 632 Bedok Reservoir Road #01-862 Singapore,"
h3a8,Fan Xiang Yuan (The Arcade),Chinese,0,0,singapore,"11 Collyer Quay, The Arcade #01-24 S049317, S 049317,"
h3bp,La You Xiang Xiao Chu Mala Hotpot 辣又香小厨麻辣香锅 (Clementi),Rice Dishes,4.8,204,singapore,"308 Clementi Ave 4 #01-335, S 120308,"
h3cr,Tofu Kentang! (Tampines Street 82) - Home-Based Vendor,Healthy,0,0,singapore,"Blk 842B tampines st 82 #06-30,"
h3ic,Beans.Factory (Woodleigh Mall),Dessert,5,329,singapore,"11 BIDADARI PARK DRIVE #B1-K43/K44 367803,"
h3ko,Two Men Bagel House (Lorong Telok),Western,0,0,singapore,"21 Lorong Telok, #01-00 S049033,"
h3m6,Ayam Penyet Ria (Victoria Street),Indonesian,5,843,singapore,"249 Victoria Street,"
h3nn,Sushi-GO (Jurong Point),Japanese,4.8,774,singapore,"1 Jurong West Central 2, #B1-47/48 Shopping Centre, Jurong Point,,"
h3xp,Juicy Fruit (Kim Chaun Eating House),Beverages,4.8,160,singapore,"1010 tai seng avenue Stall 5, S 534417,"
h44n,Patrons' (MBLM),Middle Eastern,5,62,singapore,"8A Marina Boulevard #B2-63/64, Marina Bay Link Mall SG018984,"
h499,Tao Zhi Wei 滔之味 (Ang Mo Kio Avenue 10),Asian,0,0,singapore,"531 Ang Mo Kio Ave 10 #01-2429, S 560531,"
h4ea,Si Chuan Village 川味人家 (Mosque Street),Chinese,4.7,154,singapore,"2/3 Mosque St, Singapore 059484,"
h4fv,CMeal Fried Chicken (Tanglin 48A),Chicken Wings,4.9,419,singapore,"Blk 48A Tanglin Halt Road #01-06,"
h4qp,Xin Zai Fa Handmade Noodle Porridge (Ang Mo Kio Avenue 10),Porridge,4.7,169,singapore,"409, Ang Mo Kio Avenue 10,#01-36,560409,"
h5bf,Golden Cafe (Katong),Chinese,4.9,133,singapore,"865 Mountbatten Road, Katong Shopping Centre #B1-124, Zi Char Stall, Singapore 437844,"
h5hs,Mod Keaw Seafood & BBQ Restaurant (Cantonment Road),Asian,4.9,166,singapore,"Cantonment Rd 243, 089770 Tanjong Pagar, Central, Singapore, Singapore,"
h5jg,Lim Fried Hokkien Mee (Lor Mydin),,4.4,9,singapore,"427 Changi Road, Singapore 419870,"
h5jz,Kohi Roastery & Coffee Bar (5 Shenton Way) - Islandwide,Coffee,0,0,singapore,"5 Shenton Way, UIC Building, #01-01 Singapore 068808,"
h5lj,Abundance Taiwanese Restaurant (Jalan Besar) - Islandwide,Asian,0,0,singapore,"399 Jalan Besar 209008,"
h5o6,Ayam Penyet Cik Yam (Northpoint City),Indonesian,5,90,singapore,"Northpoint City, Yishun Ave 2 930 # 02-101/102/103 Bagus/canten stall 5, 768019 Yishun, North, Singapore, Singapore,"
h5qs,Momma's Pizza & Rice Meal (Filipino/Korean/Japanese) - (Geylang East),Asian,5,44,singapore,"121 Geylang East Central #01-90 S 38012, S 380121,"
h5r1,Kou Wei Ban Mian (China Square),Noodles,4.9,24,singapore,"51 Telok Ayer Street #01-13 China Square Food Center,"
